번호,업태구분,사업장명,인허가일자,전화번호,도로명주소,지번주소,위도,경도,소재지면적,다중이용업소여부
2718,커피숍,빽다방전주만성북부점,2024-11-08,,"전북특별자치도 전주시 덕진구 만성북로 19, 1층 105호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1343-8 ,35.81332008,127.1480696,58.32,N
2719,커피숍,메가엠지씨커피전주에코시티로터리점,2024-11-21,,"전북특별자치도 전주시 덕진구 세병남로 39, 청동빌딩 1층 105,106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1326-11 청동빌딩 ,35.82475507,127.1451477,92.91,N
2720,커피숍,요아정전주송천중앙점,2024-12-06,,"전북특별자치도 전주시 덕진구 두간로 30, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 823-4 ,35.81328803,127.1460892,39.06,N
2721,커피숍,투앤투,2024-12-09,,"전북특별자치도 전주시 덕진구 오공로 144, 1층 107호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1167-4 ,35.81783829,127.1245611,36.27,N
2722,커피숍,진조리카페335,2024-12-09,,"전북특별자치도 전주시 덕진구 진조리길 47, 1층 일부호 (전미동1가)",전북특별자치도 전주시 덕진구 전미동1가 335-9 ,35.82546128,127.1367511,80.4,N
2723,커피숍,빽다방전주만성중앙점,2024-12-10,,"전북특별자치도 전주시 덕진구 만성중앙로 17-10, SKY빌딩 1층 101호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1365-5 SKY빌딩 ,35.81895043,127.1489392,54,N
2724,커피숍,마이리틀캐슬,2024-12-10,,"전북특별자치도 전주시 덕진구 화암2길 8, 2층 201호, 202호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1355-4 ,35.81597908,127.146813,149.87,Y
2725,커피숍,카페샵,2024-12-18,,"전북특별자치도 전주시 덕진구 숲거리길 8, 1층, 2층 (전미동1가)",전북특별자치도 전주시 덕진구 전미동1가 305-11 ,35.86755545,127.0788153,215.91,Y
2726,커피숍,에코차오름카페,2024-12-24,,"전북특별자치도 전주시 덕진구 세병로 31, 에코시티 복합커뮤니티센터 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1312 에코시티 복합커뮤니티센터 ,35.79719808,127.1245439,40,N
2727,커피숍,빽다방전주에코백석점,2024-12-24,,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 1층 106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL 상가 ,35.79588162,127.1195246,68,N
2728,커피숍,레이지크해비탯,2025-01-08,,"전북특별자치도 전주시 덕진구 화암로 19, 1층 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1348-32 ,35.82234481,127.1420858,0,N
2729,커피숍,달리는커피전주송천점,2025-01-21,,"전북특별자치도 전주시 덕진구 송천로 25, 삼정빌딩 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 348-2 삼정빌딩 ,35.82329546,127.147764,43.2,N
2730,커피숍,버블망고전북대점,2025-01-21,,전북특별자치도 전주시 덕진구 명륜4길 1-1 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1262-25 ,35.82448068,127.1420518,37.12,N
2731,커피숍,커피로드뷰에코시티점,2025-02-21,,"전북특별자치도 전주시 덕진구 세병로 35, B203호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1311 ,35.82808659,127.1147536,119.79,N
2732,커피숍,라온커피,2025-03-13,,"전북특별자치도 전주시 덕진구 건산로 33-1, 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 199-32 ,35.81470624,127.1439937,19.2,N
2733,커피숍,구움향,2025-03-13,,"전북특별자치도 전주시 덕진구 만성로 122, 101호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1259-4 ,35.82212324,127.1213601,32.85,N
2734,커피숍,메가엠지씨커피전주하가지구점,2025-03-28,,"전북특별자치도 전주시 덕진구 가련산로 11, 1층 101호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 693-2 ,35.845409,127.1522105,86.24,N
2735,커피숍,더벤티전주송천뜨란채점,2025-04-03,,"전북특별자치도 전주시 덕진구 붓내3길 24, 1층 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 241-1 ,35.82377766,127.1357512,50.4,N
2736,커피숍,빽다방전주송천중앙점,2025-04-07,,"전북특별자치도 전주시 덕진구 송천중앙로 154, 국민은행 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 482-1 국민은행 ,35.81945202,127.1209026,55.02,N
2737,커피숍,컴포즈전주소양천점,2025-04-23,,"전북특별자치도 전주시 덕진구 초포다리로 190, 1층 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 425-1 ,35.82863606,127.1497214,54,N
2738,커피숍,더리터송천중앙점,2025-04-23,,"전북특별자치도 전주시 덕진구 송천중앙로 102, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 391-34 ,35.82275056,127.148456,78.4,N
2739,커피숍,브라운베어,2025-04-24,,"전북특별자치도 전주시 덕진구 만성북2길 2, 1층 (만성동)",전북특별자치도 전주시 덕진구 만성동 1355-1 ,35.82256867,127.1482255,112.28,N
2740,커피숍,전주서원시니어클럽카페온,2025-04-24,,"전북특별자치도 전주시 덕진구 오공로 43-6, 라온체육센터 1층 일부호 (중동)",전북특별자치도 전주시 덕진구 중동 852 라온체육센터 ,35.8363697,127.1561806,39,N
2741,커피숍,블랙빈커피,2025-04-25,,"전북특별자치도 전주시 덕진구 팔복로 356, 일부호 (여의동)",전북특별자치도 전주시 덕진구 여의동 1138-3 ,35.82641038,127.1050329,4.96,N
2742,커피숍,무가당,2025-04-29,,"전북특별자치도 전주시 덕진구 세병로 208, 에코시티 데시앙 14블럭 상가 1층 105호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1296 에코시티 데시앙 14블럭 상가 ,35.80239223,127.1199507,33.95,N
2743,커피숍,카페마레,2025-05-08,,"전북특별자치도 전주시 덕진구 두간4길 10, 1층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 807-7 ,35.81436968,127.1486449,112.94,N
2744,커피숍,온떼커피,2025-06-05,,"전북특별자치도 전주시 덕진구 솔내8길 23-7, 1층 101호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 108-2 ,35.82410169,127.1445238,4,N
2745,커피숍,오디,2025-06-09,,"전북특별자치도 전주시 덕진구 공북5길 33-8, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 301-63 ,35.82612104,127.1395219,97.42,N
2746,커피숍,호성커피,2025-06-16,070-7510-5977,"전북특별자치도 전주시 덕진구 호성3길 18, 1층 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 587-32 ,35.81276409,127.1208766,47.3,N
2747,커피숍,달쀼혁신점,2025-06-18,,"전북특별자치도 전주시 덕진구 기지로 77, 1층 B-154호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.81681943,127.1471138,37.84,N
2748,커피숍,쏠레이,2025-06-19,,"전북특별자치도 전주시 덕진구 솔내6길 39-13, 1층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 137-93 ,35.82418332,127.1195889,91.83,N
2749,커피숍,43조지커피카페,2025-06-26,,"전북특별자치도 전주시 덕진구 심방죽6길 8, 상가4호 (인후동2가, 에버파크아파트)",전북특별자치도 전주시 덕진구 인후동2가 1614 에버파크아파트 ,35.82632927,127.1409142,48.95,N
2750,커피숍,컴포즈커피전주에코스위첸점,2025-07-03,,"전북특별자치도 전주시 덕진구 세병로 174-19, 1동 1층 103호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1299-3 ,35.82761442,127.1543917,46.61,N
2751,커피숍,메가엠지씨커피전주아중마을점,2025-07-23,,"전북특별자치도 전주시 덕진구 아중로 173, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 920-5 ,35.81464844,127.1472809,58.31,N
2752,커피숍,전주지역자활센터볼로카페,2025-08-05,063-283-9766,"전북특별자치도 전주시 덕진구 기린대로 379, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 697-6 금암1파출소 ,35.81627936,127.144674,56.84,N
2753,커피숍,정커피,2025-08-14,,"전북특별자치도 전주시 덕진구 솔내로 115, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 137-1 ,35.82202296,127.1449888,9.12,N
2754,커피숍,지구커피(JeeGoo Coffee)금암동직영점,2025-09-01,063-231-0333,"전북특별자치도 전주시 덕진구 거북바우로 34, 2층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1570-11 ,35.81993617,127.1481319,27.82,N
2755,커피숍,카페토푸,2025-09-02,,"전북특별자치도 전주시 덕진구 천마산로 66, 2층 103호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 107-74 ,35.83760861,127.1593443,26.1,N
2756,커피숍,왓커피하가점,2025-09-03,,"전북특별자치도 전주시 덕진구 가련산로 23, 1동 1층 104호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 681-5 ,35.8258446,127.1437305,69.99,N
2757,커피숍,텐퍼센트커피호성미래점,2025-09-05,,"전북특별자치도 전주시 덕진구 초포로 251, 1층 일부호 (호성동2가)",전북특별자치도 전주시 덕진구 호성동2가 470-15 ,35.81391767,127.1183963,50,N
2758,커피숍,아이갓에브리띵전북테크노파크점,2025-10-13,063-219-2332,"전북특별자치도 전주시 덕진구 반룡로 110-5, 전북테크노파크 1층 일부호 (팔복동2가)",전북특별자치도 전주시 덕진구 팔복동2가 818 전북테크노파크 ,35.83235436,127.1453209,23.7,N
2759,커피숍,메가엠지씨커피전북사대부고점,2025-10-16,,"전북특별자치도 전주시 덕진구 조경단로 108, 1층 101호 (금암동)",전북특별자치도 전주시 덕진구 금암동 632-153 ,35.82509888,127.1178412,85.12,N
2760,커피숍,타이어커피,2025-10-20,,"전북특별자치도 전주시 덕진구 온고을로 255, 2동 1층 (팔복동3가)",전북특별자치도 전주시 덕진구 팔복동3가 81-1 ,35.81516231,127.1222113,49.41,N
2761,커피숍,카페은경,2025-10-27,,"전북특별자치도 전주시 덕진구 중상보로 11, 1층 101호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 876-11 ,35.79539108,127.1227051,31.57,N
2762,커피숍,짭쪼롬송천점,2025-10-28,,"전북특별자치도 전주시 덕진구 송천1길 8, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 384-3 ,35.81150809,127.1492951,24.32,N
2763,커피숍,테잇(TEIT),2025-11-05,,"전북특별자치도 전주시 덕진구 백동1길 30, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1563-2 ,35.79699312,127.134846,31.68,N
2764,커피숍,카페인24전주에코시티점,2025-11-28,,"전북특별자치도 전주시 덕진구 세병로 134, 상가 112호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1345 ,35.8229945,127.1421895,41.85,N
2765,커피숍,빽다방전주아중견훤로점,2025-12-01,,"전북특별자치도 전주시 덕진구 견훤로 233, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 811-2 ,35.82231492,127.12169,70,N
2766,커피숍,더벤티전주인후점,2025-12-08,063-717-7774,"전북특별자치도 전주시 덕진구 건산로 227, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 803-3 ,35.83423082,127.1317087,31.28,N
2767,커피숍,(유)초청,2025-12-10,,"전북특별자치도 전주시 덕진구 호성3길 21, 드림센터 만나홀 1층 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 819-1 초청교회 ,35.81618652,127.1468329,237,N
2768,커피숍,자유공원,2025-12-10,,"전북특별자치도 전주시 덕진구 명륜5길 15-5, 헤스피아찜질방 2층 205호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1277-2 헤스피아찜질방 ,35.81205536,127.1151747,171.62,Y
2769,커피숍,스타벅스전북대병원점,2025-12-15,02-3015-1180,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 본관1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.79953815,127.1191413,65.5,N
2770,커피숍,메가엠지씨커피 전북대한옥정문점,2026-01-05,,"전북특별자치도 전주시 덕진구 백제대로 563, 코앞 1층 108,109호 (금암동)",전북특별자치도 전주시 덕진구 금암동 668-3 코앞 ,35.82292141,127.1471261,98,N
2771,커피숍,봉명동내커피전주혁신도시점,2026-01-12,,"전북특별자치도 전주시 덕진구 기지로 72, 1층 105호 (중동)",전북특별자치도 전주시 덕진구 중동 774-1 ,35.80273537,127.1476071,62.42,N
2772,커피숍,커피마켓인앤아웃팔복점,2026-01-19,,"전북특별자치도 전주시 덕진구 팔복1길 21, 1층 102호 (팔복동2가)",전북특별자치도 전주시 덕진구 팔복동2가 137-39 ,35.84027841,127.1205072,81.9,N
2773,커피숍,카페여울,2026-01-23,,"전북특별자치도 전주시 덕진구 들사평로 50, 덕진수영장 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1282-2 ,35.79879454,127.1172908,24.3,N
2774,커피숍,우지커피전주아중점,2026-02-10,063-246-1117,"전북특별자치도 전주시 덕진구 한배미로 42, 1층 (우아동1가)",전북특별자치도 전주시 덕진구 우아동1가 1102-1 ,35.81242217,127.1184902,101.45,N
2775,키즈카페,키즈고고,2018-07-09,,"전북특별자치도 전주시 덕진구 호성3길 26, 4층 401호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 863-45 ,35.81553486,127.1054757,54.9,N
2776,키즈카페,키즈다쿵2,2019-10-08,,"전북특별자치도 전주시 덕진구 세병서로 22, 제1동 6층 603호일부, 604호일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1336-1 제1동 ,35.84301505,127.128724,59.58,N
2777,키즈카페,벌크커피전주혁신키즈다쿵점,2022-01-25,,"전북특별자치도 전주시 덕진구 기지로 77, 302동 2층 B223,B234호 (장동, 전북혁신도시 더 M city 센텀)",전북특별자치도 전주시 덕진구 장동 1111 전북혁신도시 더 M city 센텀 ,35.8148905,127.1445561,80.1,N
2778,키즈카페,너티차일드월드전주점,2023-11-27,0507-1330-5640,"전북특별자치도 전주시 덕진구 세병로 21, 1층 174호 일부호 (송천동2가, 포레나 전주에코시티)",전북특별자치도 전주시 덕진구 송천동2가 1313 포레나 전주에코시티 ,35.81268411,127.11488,162.26,N
2779,패스트푸드,버거타임,2001-10-09,063-253-3655,전북특별자치도 전주시 덕진구 소리로 31 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 산 1-1 ,35.8130477,127.1226882,95.7,N
2780,패스트푸드,롯데리아전주아중점,2001-12-24,063-244-4880,"전북특별자치도 전주시 덕진구 무삼지로 66, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 855-6 ,35.82148525,127.139096,156.83,N
2781,패스트푸드,임실치즈피자(지정환),2004-05-11,063-244-4007,전북특별자치도 전주시 덕진구 동가재미2길 63 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 850-10 ,35.81466317,127.1480885,66.71,N
2782,패스트푸드,롯데리아메가월드점,2004-09-24,063-253-3220,전북특별자치도 전주시 덕진구 동부대로 1229 (송천동2가),전북특별자치도 전주시 덕진구 송천동2가 661-17 ,35.83581047,127.1320347,110,Y
2783,패스트푸드,아띠,2006-03-14,063-241-0890,"전북특별자치도 전주시 덕진구 명주5길 11 (인후동2가,성락프라자1층72호,73)","전북특별자치도 전주시 덕진구 인후동2가 1575-1 성락프라자1층72호,73 ",35.81636512,127.1478712,17.28,N
